ba_score,beer_number,comment,date,feel,look,overall,rdev,smell,taste,username 
4.08,170128,"From a 12oz bottle, dated 02 Feb 17. Served in a spiegelau.<br>
<br>
Pours a very pretty gold with good clarity, an active stream of bubbles, and an enormous, creamy head of fluff. Retention is apparently endless, leaving wads of fat, sloppy lacing as it drinks down.<br>
<br>
Smells of powder biscuits, pineapple, peaches and mango, damp, musty boards and maybe a little bit of pee.<br>
<br>
A solid, substantial, biscuity, malt body with a pleasing array of sweet, flowery tropical fruit notes tending more toward the fruity aromatic rather than citric bitterness, although I do get some orange and grapefruit. Ends fairly quickly with minty herbs and a little pine.<br>
<br>
Feel is medium-full and smooth with just enough carbonation to get the job done.<br>
<br>
Overall, a right tasty beverage. Actually manages to taste bigger than its 6.9% but I find no fault with that. I bought two bottles as part of a mixed-six and I may just take the other four when I go back.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">933 characters</span><br><br>","Feb 28, 2017",4,4.5,4.25,,4,4,papposilenus
4,95837,,"Jul 12, 2014",,,,,,,Kurmaraja
4.5,95837,,"Jul 11, 2014",,,,,,,Shaimless
3.79,53808,,"Sep 12, 2016",3.5,3.75,3.75,-1.8%,4,3.75,spycow
3.25,64765,,"Nov 08, 2013",,,,-10.5%,,,4DAloveofSTOUT
3.75,64765,,"Nov 06, 2013",,,,,,,twelveinches
3.5,64765,,"Nov 04, 2013",,,,-3.6%,,,CoryR
4.16,43535,,"Nov 20, 2014",,,,,,,Jeysun23
4.12,43535,,"Nov 15, 2014",,,,,,,veblen
3.84,170128,,"Feb 27, 2017",4,4,4,-3.3%,3.75,3.75,Duff27
3.75,170128,,"Feb 22, 2017",3.75,3.75,3.75,-5.5%,3.75,3.75,sweemzander
3.81,170128,,"Feb 21, 2017",4,4.25,3.75,-4%,3.75,3.75,Wrigfen
4.5,95837,,"Jul 09, 2014",,,,,,,mdaschaf
4.25,95837,,"Jun 25, 2014",,,,,,,leftoverburrito
4.25,95837,,"Jun 15, 2014",,,,,,,macesq
4.25,95837,,"Jun 07, 2014",,,,,,,switzer
3.85,53808,,"Sep 11, 2016",3.75,3.75,3.75,-0.3%,3.75,4,BeerMe8
4.43,53808,,"Sep 11, 2016",4.5,4.25,4.5,,4.25,4.5,pat61
4.24,53808,,"Sep 04, 2016",4.25,4,4.25,,4.25,4.25,Kenai4
3.75,64765,,"Nov 02, 2013",,,,,,,Taphouse_Traveler
3.75,64765,,"Oct 25, 2013",,,,,,,SCZ
3.65,64765,"A: Dark reddish brown. Clear. Well carbonated, but light head. Cream colored thin foam.<br>
<br>
S: Yeast, biscuit notes and wheat bread. Toasted sunflower seeds.<br>
<br>
T: Sweetness of molasses with a heavy roasted malt background. Thick and rich with caramel and toasted walnut and chestnut. Just the right amount of subtle hops round out the rich roasted maltiness. Mild cinnamon spice at the end leaves a fascinating warmth.<br>
<br>
M: Finishes clean with the right amount of bittering and balance. Though a bit viscous in consistency.<br>
<br>
O: Tasty. I like how the hops expertly balance out the heavy rich flavors. A bit heavy is the only downside; hard to drink more than one or two of these.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">673 characters</span><br><br>","Oct 19, 2013",3.5,3.5,3.75,,3.5,3.75,constantine_272
3.25,43535,,"Oct 29, 2014",,,,-20%,,,Buttstallion
4,43535,,"Oct 28, 2014",,,,-1.5%,,,nathanmiller
3.75,170128,,"Feb 20, 2017",3.75,3.75,3.75,-5.5%,3.75,3.75,bpfrush
3.96,170128,,"Feb 19, 2017",3.75,3.75,4,-0.3%,4,4,dbl_delta
4.25,95837,,"Jun 07, 2014",,,,,,,mc4z
4.75,95837,,"Jun 05, 2014",,,,,,,Eighty
3.5,95837,,"Apr 05, 2014",,,,-11.6%,,,strongaf
4,95837,"Served on tap into a snifter glass/<br>
<br>
A- Poured a clear golden color with bright white soapy head that left no lace.<br>
<br>
S- Quite a bit of lactic sourness, cucumber, and lemon notes.<br>
<br>
T- Follow the aroma with cucumber, lactic sourness, and lemon notes. Moderate to light sourness for the style and very refreshing.<br>
<br>
M- Prickly carbonation, lighter bodied, dry, and refreshing.<br>
<br>
O- I really have enjoyed the sours from 10 Barrel. They often are a little one dimensional, but always incredibly refreshing and pleasant.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">512 characters</span><br><br>","Mar 09, 2014",4,4,4,,4,4,Hoptometrist
3.62,53808,,"Sep 02, 2016",4,3.75,3.75,-6.2%,3.5,3.5,mac31
3.75,53808,,"Aug 27, 2016",3.75,3.75,3.75,-2.8%,3.75,3.75,Casey3236
3.73,53808,,"Aug 27, 2016",3.5,3.75,3.75,-3.4%,3.75,3.75,GFD400
3.21,53808,,"Aug 27, 2016",3,3,3.25,-16.8%,3.25,3.25,Roberto11232
4,64765,,"Oct 17, 2013",,,,,,,Hopmodium
3.4,64765,,"Oct 16, 2013",3.5,3.5,3.5,-6.3%,3.5,3.25,Braz
3.5,64765,,"Oct 13, 2013",,,,-3.6%,,,casapy
4.5,64765,,"Oct 08, 2013",,,,,,,TheFlern
3,64765,,"Oct 06, 2013",,,,-17.4%,,,JustinFrey
3.79,170128,,"Feb 19, 2017",4,4,3.75,-4.5%,3.75,3.75,Newport_beerguy
3.77,170128,"On tap poured into 20oz pint glass.<br>
<br>
A: Hazy murky light yellow slightly orange body with a small soapy white head.<br>
<br>
S: Citrus, pineapple, rust, malts.<br>
<br>
T: Lots of citrus, resin, with a heavy dose of malts, that makes the beer finish fairly bitter with a bit of the floral hops. <br>
<br>
M: Good carvbonation medium feel to the body.<br>
<br>
O: This is a pretty solid IPA, much better than Stone's Goose Island or Lagunitas run in the mill iPA.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">430 characters</span><br><br>","Feb 18, 2017",3.75,4,3.75,-5%,3.75,3.75,SomethingClever
4.5,95837,,"Oct 01, 2013",,,,,,,sharpski
4,95837,,"Aug 21, 2013",,,,,,,beernads
3.75,95837,,"Jul 20, 2013",,,,-5.3%,,,Scotchboy
4.18,54905,,"Apr 26, 2014",,,,,,,OneEye78
4.75,54905,,"Apr 18, 2014",,,,,,,Fabiand
4.25,54905,,"Apr 16, 2014",,,,,,,Gagnonsux
4.5,54905,,"Apr 16, 2014",,,,,,,JaBes
4.85,53808,,"Aug 26, 2016",4.75,4.75,4.75,,4.75,5,chronyay_west
3.8,53808,,"Aug 22, 2016",3.75,4.5,3.75,-1.6%,3.75,3.75,jroof1
3.5,64765,,"Oct 04, 2013",,,,-3.6%,,,Kylemif
3.9,64765,"Served from the bottle into a globed glass.<br>
<br>
A- Poured a murky brown with soapy off-white head that dissipated instantly that left minimal lacing. <br>
<br>
S- Strong and rich caramel malt, bready and toffee notes. Some alcohol in the nose. Slight hint of piney hops.<br>
<br>
T- Very malt forward. Big caramel, brown sugar, toffee, sweetbread, and fig notes. Some dark cherry notes. Some floral and piney hops on the finish that leave a fair amount of bitterness on the finish.<br>
<br>
M- Fuller bodied, soft carbonation, slightly sticky, and some alcohol warming. Drinks very easy and smooth for the ABV. <br>
<br>
O- A very easy to drink American Strong Ale. Very malt forward with a nice hoppy finish and pretty complex.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">693 characters</span><br><br>","Sep 25, 2013",4.5,3.5,4,,3.5,4,Hoptometrist
3.25,170128,,"Feb 15, 2017",3.25,3.25,3.25,-18.1%,3.25,3.25,waddellc2
3.93,170128,,"Feb 15, 2017",4,3.75,4,-1%,3.75,4,mkyer
4.33,170128,,"Feb 14, 2017",4.25,4.5,4.25,,4.5,4.25,ordybill
4.25,95837,,"Jul 15, 2013",,,,,,,HumuloneRed
4.75,54905,,"Apr 15, 2014",,,,,,,BJasny
4.45,54905,"Had on tap at Draught House on 4/7/14<br>
<br>
A-Pours a dark brown, almost black with a big, medium thick, mocha head that recedes fairly quickly but then a small head lingers throughout. Medium light lacing and moderate legs. <br>
<br>
S-Aroma has a moderate chocolate note with medium high dark fruit character. Medium light bourbon notes.<br>
<br>
T-Flavor has moderate roast notes with medium light dark chocolate. The fruit character of the aroma is lighter with only hints of dark fruit. Light bourbon character with a moderate nuttiness. Finish has some bourbon and alcohol spice along with some roast malt notes.<br>
<br>
M-Mouthfeel is medium light bodied with medium high to high carbonation. <br>
<br>
O-Overall a great BA would like to try an aged bottle.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">728 characters</span><br><br>","Apr 14, 2014",4.25,4,4.5,,4.5,4.5,reebtaerG
3.75,53808,,"Aug 22, 2016",3.75,3.75,3.75,-2.8%,3.75,3.75,Oidmoe
4.28,170128,,"Feb 12, 2017",4,4.5,4.25,,4,4.5,tkolterman
4.06,170128,,"Feb 12, 2017",4.5,3.5,4,,3.75,4.25,emount91
4.5,95837,,"Jul 06, 2013",,,,,,,Kopfschuss
4.32,95837,"Enjoyed a couple goblets of this tonight at the Boise Pub... I have been super stoked about this one and was not at all disappointed.<br>
<br>
Pours a bright clear golden... Short lasting white head with decent enough lacing.<br>
<br>
The nose is sweet and sour with a pronounced clean fresh cucumber aroma balanced by lemony essence from the base Berliner.<br>
<br>
Flavor mirrors the nose perfectly.... Cucumber flavor works surprisingly well with the lactic/lemon zest elements.<br>
<br>
Very drinkable.... light bodied and effervescent.<br>
<br>
4/4.5/4.25/4/4.5<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">526 characters</span><br><br>","Jun 28, 2013",4,4,4.5,,4.5,4.25,JohnGalt1
4.5,54905,,"Apr 12, 2014",,,,,,,SmoothJazz
3.87,53808,,"Aug 21, 2016",3.75,4,3.75,,3.75,4,drummerdwzp
3.25,53808,,"Aug 21, 2016",3.25,3.25,3.25,-15.8%,3.25,3.25,Elicoleman
3.42,53808,,"Aug 18, 2016",3.25,3.5,3.5,-11.4%,3.25,3.5,mattmarka1
3.81,170128,,"Feb 10, 2017",4,4.25,3.75,-4%,3.75,3.75,TooGood
4.25,54905,,"Apr 12, 2014",,,,,,,locke3f
4.25,54905,,"Apr 11, 2014",,,,,,,Abe_Froman
3.25,54905,,"Apr 08, 2014",,,,-21.5%,,,IrishColonial
4.24,53808,,"Aug 11, 2016",4.25,4,4.25,,4.25,4.25,Justdoit1234
3.75,53808,"Bought from Don Quiojte $4.99 22 oz. bottle<br>
Orange hazy color<br>
Smell of hops <br>
Medium mouth feel<br>
Medium carbonation<br>
Taste not overly bitter, alcohol taste comes through which isn't a good thing<br>
Overall just ok.  Probably would not buy again, but good for the price.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">263 characters</span><br><br>","Aug 07, 2016",3.75,3.75,3.75,-2.8%,3.75,3.75,Troy-Hawaii
3.5,53808,,"Aug 04, 2016",3.5,3.5,3.5,-9.3%,3.5,3.5,jeffthepony
3.46,170128,"From the 12 fl. oz. bottle with a date of 28 Dec 2016. Sampled on Feb. 9, 2017.<br>
<br>
The color of the pour is orange-amber with a modest white head that fades slowly. OK clarity.<br>
<br>
The aroma emits a sensation of herbs, white bread, and a mild fruity note.<br>
<br>
Medium body.<br>
<br>
There is a decent  enough caramel malt sweetness in the taste with an herbal and tobacco hop finish.  It had some nice characteristics.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">401 characters</span><br><br>","Feb 09, 2017",3.25,3.25,3.5,-12.8%,3.5,3.5,puboflyons
4.13,170128,,"Feb 09, 2017",4.25,4,4,,4,4.25,A_Hoppy_Man
4.38,170128,,"Feb 09, 2017",4.5,4,4.25,,4.75,4.25,NeilSilber1
3.7,45617,,"Apr 19, 2015",3.75,3.5,3.75,-10.6%,4,3.5,SadMachine
4.25,45617,,"Apr 18, 2015",4.25,4.25,4.25,,4.25,4.25,Leschber
3.93,45617,,"Apr 18, 2015",4,3.75,4,-5.1%,3.75,4,cnagle28
5,54905,,"Apr 07, 2014",,,,,,,Wayne17
3.5,54905,,"Apr 06, 2014",,,,-15.5%,,,robwestcott
4,54905,,"Apr 05, 2014",,,,-3.4%,,,egrace84
4,53808,,"Aug 01, 2016",4,4,4,,4,4,COR8RFAN
4.58,53808,,"Aug 01, 2016",4.5,4.75,4.5,,4.75,4.5,CraftBeerRunner
3.91,170128,,"Feb 07, 2017",3.75,3.75,3.75,-1.5%,4,4,richj1970
3.81,170128,,"Feb 06, 2017",3.75,3.75,3.75,-4%,4,3.75,Chuckdiesel24
3.43,170128,,"Feb 05, 2017",3.5,4,3.5,-13.6%,3.5,3.25,baklo
4.08,45617,,"Apr 12, 2015",4,4.25,4,-1.4%,4.25,4,DonGold1217
3.79,45617,"Had on <a href=""/cdn-cgi/l/email-protection"" class=""__cf_email__"" data-cfemail=""2d594c5d6d"">[email protected]</a> Whip in in Austin, TX 3/18/15. On nitro.<br>
<br>
Appearance - Pours near black with dark mahogany brown edging where light can penetrate. Broken layer of suds with a thin ring around the edge of the cup.<br>
<br>
Smell - Malty, with light brown sugar notes, nutty pecan and a distant powdered cocoa character.<br>
<br>
Taste - Follows the nose with sweet and earthy flavors upfront with brown sugar, light pecan and faint cocoa flavor. A bit more earth and pecan hit in the finish.<br>
<br>
Mouthfeel - Light to medium in body with low carbonation. Silky smooth delivery that comes with the nitro.<br>
<br>
Overall - A mighty fine porter, but didn't quite live up to the expectations that the hype train behind it had bestowed upon me. Of course I've always noticed a dip in the strength of flavor with every beer I've had on nitro, so that could be an issue here too. Would love to try again, but who knows if I'll ever find my way back to the Austin area.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">930 characters</span><br><br>","Apr 11, 2015",4,4,3.75,-8.5%,3.75,3.75,TheSixthRing
3.99,54905,"Fizzy light tan head that quickly goes to a cap and collar. Dark brown/black body. No lacing.<br>
<br>
Dull whiskey notes on the nose.<br>
<br>
Whiskey barrel gives way to nutty and roasty tones. Very drinkable for 9.5%abv<br>
<br>
A tad overcarbonated but not enough to distract from the overall experience. Full mouthfeel.<br>
<br>
The aroma didn't do much for me at first but I thoroughly enjoyed the flavor. Nice change of pace. Great porter/brown ale feel and taste here. Thanks Marc (mj0126)!<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">466 characters</span><br><br>","Apr 05, 2014",3.75,3.75,4.25,-3.6%,3.5,4.25,Duff27
